ナゾトキネマ マダム・マーマレードの異常な謎～出題編～ (2013) ,Death Disco(デス・ディスコ),SEKAI NO OWARI … 配信限定シングル。
ナゾトキネマ マダム・マーマレードの異常な謎～解答編～ (2013) ,Death Disco(デス・ディスコ),SEKAI NO OWARI … 配信限定シングル。
劇場版 HUNTER×HUNTER The LAST MISSION(ラストミッション) (2013) ,表裏一体,ゆず
銀の匙 Silver Spoon (2014) ,ひだまり,ゆず
ドクターX～外科医・大門未知子～ (2013) ,Bi-Li-Li Emotion,Superfly
鷹の爪GO～美しきエリエール消臭プラス～ (2013) ,IRONY,m-flo+daoko
僕は友達が少ない (2014) ,ひとつだけ,ケラケラ
キタキツネ物語 35周年リニューアル版 (2013) ,道,山崎まさよし
彼岸島 (2013) ,涙のように好きと言えたら,Honey L Days
うそつきパラドクス (2013) ,ゾンビの光,ピアノゾンビ
都市伝説の女 (2013) ,Sweet Refrain,Perfume
JUDGE/ジャッジ (2013) ,Wake Myself Again,MAN WITH A MISSION
POWER GAME～パワーゲーム～ (2013) ,Promise,mihimaru GT
ハクバノ王子サマ 純愛適齢期 (2013) ,恋の矢,かりゆし58
ガラスの家 (2013) ,さよなら,西野カナ
すべては君に逢えたから (2013) ,守ってあげたい,ゆず
ハードナッツ！～数学girlの恋する事件簿～ (2013) ,Answer,東方神起
空飛ぶ金魚と世界のひみつ (2013) ,ひとつの空,ESCOLTA(エスコルタ)
トランスフォーマー/ロストエイジ Transformers: Age of Extinction (2014) ,BATTLE CRY(バトル・クライ),Imagine Dragons(イマジン・ドラゴンズ)
海の上の診療所 (2013) ,太陽の女神,家入レオ
月の下まで (2013) ,唄の舟,矢野絢子
水滸伝 (2011) ,兄弟無数,
アルカナ (2013) ,むつのはな,RAM WIRE
ジャッジ！ (2014) ,アイデンティティ,サカナクション
東京難民 (2014) ,旅人,高橋優
潔子爛漫～きよこらんまん～ (2013) ,Ruby Eyes,Tommy heavenly6
49 (2013) ,A MY GIRL FRIEND,Sexy Zone
スペース☆ダンディ Space Dandy (2014) ,ビバナミダ,岡村靖幸
I am ICHIHASHI 逮捕されるまで (2013) ,,
学校へ行こう！ (1991) ,How're you doing Guy's, チェッカーズ
独身貴族 (2013) ,シャレオツ,SMAP
家族の裏事情 (2013) ,GAME,コブクロ
「また、必ず会おう」と誰もが言った。 (2013) ,幻の月,元ちとせ
チェンジ！ (1998) ,Butterfly,PENICILLIN
夫のカノジョ (2013) ,CHANGE!!,Serena
ヨコハマ物語 (2013) ,カス,泉沙世子 … 出演も。
僕たちの高原ホテル (2013) ,I Believe,柳めぐみ
飛べ！ダコタ (2013) ,ホームシック・ララバイ,石井里佳
ハクション大魔王 (2013) ,ハクション大魔王の歌,村上信五(関ジャニ∞)
東京シャッターガール (2013) ,ひかりのふるさと,青葉市子
刑事のまなざし (2013) ,マナザシ,シクラメン
仮面ライダー×仮面ライダー 鎧武＆ウィザード 天下分け目の戦国MOVIE大合戦 (2013) ,TEPPEN STAR,hitomi
変身インタビュアーの憂鬱 (2013) ,楔 -kusabi-,KAT-TUN
よろず占い処 陰陽屋へようこそ (2013) ,ココロ空モヨウ,関ジャニ∞
黒猫、ときどき花屋 (2013) ,Smile Again,GILLE
殺しの女王蜂 (2013) ,Queen B,BREATHE
科捜研の女 (2013) ,もう泣かないで,DEEN
土竜の唄 潜入捜査官 REIJI (2014) ,キング・オブ・男！,関ジャニ∞×若旦那
猫侍 (2014) ,I'M SO GREAT！,真心ブラザーズ
バイロケーション (2014) ,ゲルニカ,黒夢
ホットロード (2014) ,OH MY LITTLE GIRL,尾崎豊
鍵のかかった部屋SP (2014) ,Face Down,嵐
自分の事ばかりで情けなくなるよ (2013) ,傷つける,クリープハイプ
ハニー・トラップ Honey Trap (2013) ,SO RIGHT,三代目J Soul Brothers
東京トイボックス (2013) ,321,SHINee
刑事吉永誠一 涙の事件簿 (2013) ,GLORIOUS,THE ALFEE
天国の恋 (2013) ,一輪花,塩ノ谷早耶香
ハダカの美奈子 (2013) ,ひかり,Raychell(レイチェル)
劇場版 仮面ティーチャー (2014) ,Luv Sick,Kis-My-Ft2
ベヨネッタ ブラッディフェイト (2013) ,"Night, I stand",麻衣
マンデラ 自由への長い道 Mandela: Long Walk to Freedom (2013) ,Ordinary Love(オーディナリー・ラヴ),U2 … ゴールデングローブ賞で主題歌賞を受賞。第86回アカデミー賞で、歌曲賞にノミネート。
機動戦士ガンダムUC(ユニコーン) episode 6 宇宙と地球と (2013) ,RE:I AM,Aimer
医龍～Team Medical Dragon4～ (2014) ,青い龍,EXILE・ATSUSHI
失恋ショコラティエ (2014) ,Bittersweet,嵐
ゲームセンターCX THE MOVIE 1986 マイティボンジャック (2014) ,プレイヤーI,怒髪天
太陽の罠 (2013) ,As time goes by,青木カレン
ゆるせない、逢いたい (2013) ,ライン,Salyu
家路 (2014) ,アイニユケル,Salyu(歌)、小林武史(詞・作曲・編曲)
命 ～天国のママへ～ (2013) ,青空,馬場俊英
ヌイグルマーZ (2013) ,ヌイグルマーZ,特撮×中川翔子
新大久保物語 (2013) ,Shirayuki,MYNAME
STAND BY ME ドラえもん (2014) ,ひまわりの約束,秦基博
獣電戦隊キョウリュウジャーVSゴーバスターズ 恐竜大決戦！さらば永遠の友よ (2014) ,みんな・デ・カーニバル,高取ヒデアキ、鎌田章吾
大東京トイボックス (2014) ,夢のあかし,RAM WIRE
金田一少年の事件簿 獄門塾殺人事件 (2014) ,Ride With Me,Hey!Say!JUMP
2112年 ドラえもん誕生 (1995) ,ぼくドラえもん2112,大山のぶ代、こおろぎ'73
WOOD JOB！(ウッジョブ)～神去なあなあ日常～ (2014) ,Happiest Fool,マイア・ヒラサワ
マッサン (2014) ,麦の唄,中島みゆき
隠蔽捜査 (2014) ,東京,wacci
寄生獣 (2014) ,パレード,BUMP OF CHICKEN … 11月29日(土)にデジタルでリリース。
寄生獣 完結編 (2015) ,コロニー,BUMP OF CHICKEN
もらとりあむタマ子 (2013) ,季節,星野源
ラブクラフト・ガール Love Craft Girl (2013) ,ラブクラフト・ガール,西園寺陽子
ルパン三世 (2014) ,TRICK ATTACK -Theme of Lupin The Third-,布袋寅泰
晴れのち晴れ、ときどき晴れ (2013) ,I Promise You,DEEP
映画ドラえもん 新・のび太の大魔境～ペコと5人の探検隊～ (2014) ,光のシグナル,Kis-My-Ft2
サクラサク (2014) ,残春,さだまさし
明日、ママがいない (2014) ,誰か私を,コトリンゴ
チーム・バチスタ4 螺鈿迷宮 (2014) ,Hide &amp; Seek,東方神起
Dr.DMAT (2014) ,ひびき,関ジャニ∞
S -最後の警官- (2014) ,僕はペガサス　君はポラリス,MISIA
こうのとりのゆりかご～「赤ちゃんポスト」の6年間と救われた92の命の未来～ (2013) ,僕の宝物,薬師丸ひろ子
眠りの森 (2014) ,街物語(まちものがたり),山下達郎
最高の離婚Special 2014 (2014) ,Yin Yang(イヤン),桑田佳祐
僕のいた時間 (2014) ,春風,Rihwa
劇場版 しまじろうのわお！ しまじろうとくじらのうた (2014) ,勲章,ねごと
ゆめのかよいじ (2012) ,プリズム,笹川美和
私の嫌いな探偵 (2014) ,あなたの100の嫌いなところ,剛力彩芽
百瀬、こっちを向いて。 (2014) ,こっちを向いてよ,WEAVER
緊急取調室 (2014) ,Door,JUJU
戦力外捜査官 (2014) ,Love Story,EXILE TAKAHIRO
鼠、江戸を疾る (2014) ,千年恋慕,近藤真彦
赤々煉恋 Seki Seki Ren Ren (2013) ,Rain,Pay money To my Pain … アルバム「
まほろ駅前狂騒曲 (2014) ,THere is (always light),くるり
夜のせんせい (2014) ,Anchor(アンカー),三浦大知
闇金ウシジマくん Season2 (2014) ,巣立ち,鴉
天誅～闇の仕置人～ (2014) ,Curtain Call,Dragon Ash
影武者 徳川家康 (2014) ,What I am -未来の私へ-,平原綾香
花嫁のれん (2014) ,風花便り,Do As Infinity
紙の月 (2014) ,子守唄,マイア・ヒラサワ
大人ドロップ (2014) ,サニー,黒猫チェルシー
映画クレヨンしんちゃん ガチンコ！逆襲のロボとーちゃん (2014) ,ファミリーパーティー,きゃりーぱみゅぱみゅ
BUDDHA2 手塚治虫のブッダ-終わりなき旅- (2014) ,Pray,浜崎あゆみ
地球防衛未亡人 (2014) ,愛のキサナドゥ～地球防衛未亡人のテーマ,Only Love Hurts(旧 面影ラッキーホール)
メサイア -漆黒ノ章- (2013) ,,
花咲くあした (2014) ,我が儘,シシド・カフカ
慰謝料弁護士 ～あなたの涙、お金に変えましょう～ (2014) ,泣きたい僕ら,fumika
ダークシステム 恋の王座決定戦 (2014) ,AinoArika,Hey!Say!JUMP
恋文日和 (2014) ,Diamond Only,E-girls
三匹のおっさん ～正義の味方、見参!!～ (2014) ,言葉に出来ない男です,川上大輔
THE IDOLM@STER MOVIE 輝きの向こう側へ！ (2014) ,M＠STERPIECE,
ニシノユキヒコの恋と冒険 (2014) ,TELE○POTION,七尾旅人
赤×ピンク (2014) ,イチル,芳賀優里亜
リトル・フォレスト 夏編・秋編 (2014) ,夏,「秋」FLOWER FLOWER
リトル・フォレスト 冬編・春編 (2015) ,冬,「春」FLOWER FLOWER
花咲舞が黙ってない (2014) ,We Don't stop,西野カナ
名探偵コナン 異次元の狙撃手(スナイパー) (2014) ,ラブサーチライト,柴咲コウ
闇金ウシジマくん Part2 (2014) ,Live(リブ),Superfly
青天の霹靂 (2014) ,放たれる,Mr.Children
ポケモン・ザ・ムービー XY/破壊の繭とディアンシー (2014) ,夜明けの流星群,SCANDAL
弱くても勝てます ～青志先生とへっぽこ高校球児の野望～ (2014) ,GUTS!,嵐
アデライン、100年目の恋 The Age of Adaline (2015) ,Start Again,"Rob Simonsen, Faux Fix, featuring Elena Tonra … スコア盤の方のサントラに収録。"
セブンデイズ リポート 7days Report (2014) ,太陽が笑ってら,NICO Touches the walls
春を背負って (2014) ,心の手紙,山崎まさよし
悪夢ちゃん The夢ovie (2014) ,泣いてもいいんだよ,ももいろクローバーZ(歌)、中島みゆき(作詞・作曲)
THE NEXT GENERATION パトレイバー 第1章 (2014) ,Ambitious!,真野恵里菜
THE NEXT GENERATION パトレイバー 第2章 (2014) ,Ambitious!,真野恵里菜
THE NEXT GENERATION パトレイバー 第3章 (2014) ,Ambitious!,真野恵里菜
THE NEXT GENERATION パトレイバー 第4章 (2014) ,Ambitious!,真野恵里菜
THE NEXT GENERATION パトレイバー 第5章 (2014) ,大切なキセキ,真野恵里菜
THE NEXT GENERATION パトレイバー 第6章 (2014) ,大切なキセキ,真野恵里菜
THE NEXT GENERATION パトレイバー 第7章 (2015) ,大切なキセキ,真野恵里菜
エイトレンジャー2 Eight Ranger 2 (2014) ,ER2,エイトレンジャー
オー！ファーザー (2014) ,LIFE,スガシカオ
恋愛ドラマをもう一度 (2013) ,シングルベッド,つんく♂
Alone Yet Not Alone (2013) ,Alone Yet Not Alone,Joni Eareckson Tada(歌)、ブルース・ブロートン(作曲)
劇場版 薄桜鬼 第二章 士魂蒼穹 (2014) ,蒼穹ノ旗,吉岡亜衣加
悪夢ちゃん スペシャル (2014) ,サラバ、愛しき悲しみたちよ,ももいろクローバーZ(歌)、布袋寅泰(作・編曲)
薔薇色のブー子 (2014) ,シェキナベイベー,内田裕也feat.指原莉乃
偉大なる、しゅららぼん (2014) ,堂々平和宣言,ももいろクローバーZ
ゼウスの法廷 (2013) ,リ・ターン,新葉なな
極悪がんぼ (2014) ,喧嘩上等,氣志團
続・最後から二番目の恋 (2014) ,Hello new me,浜崎あゆみ
SMOKING GUN～決定的証拠～ (2014) ,ジーザスフレンド,N'夙川BOYS
ビター・ブラッド Bitter Blood (2014) ,Do You Ever Shine?,Mayday(メイデイ)
最近、妹のようすがちょっとおかしいんだが。 (2014) ,HOW'S IT GOING?,神前美月(橋本甜歌)
超高速！参勤交代 (2014) ,Like a flower,塩ノ谷早耶香
アリスの棘 (2014) ,太陽と花,高橋優
ホワイト・ラボ～警視庁特別科学捜査班～ (2014) ,Destiny,エレファントカシマシ
TEAM～警視庁特別犯罪捜査本部 (2014) ,ESCAPE,加藤ミリヤ×清水翔太
死神くん (2014) ,誰も知らない,嵐
サイレント・プア (2014) ,Hold Your Hand,Perfume
ブラック・プレジデント (2014) ,陽だまりの道,コブクロ
ファースト・クラス First Class (2014) ,In Fact,KAT-TUN
セーラーゾンビ (2014) ,セーラーゾンビ,ミルクプラネット … 渡辺麻友、横山由依、岩田華怜
トクボウ警察庁特殊防犯課 (2014) ,HANDs,AAA
ライヴ Live (2014) ,あなた,片平里菜
戦国 (2011) ,風,景甜(歌)、S.E.N.S.(作曲・編曲)
マレフィセント Maleficent (2014) ,Once Upon a Dream,Lana Del Rey(ラナ・デル・レイ) … サントラに収録。
思い出のマーニー (2014) ,Fine On The Outside,Priscilla Ahn(プリシラ・アーン)
クジラのいた夏 (2014) ,いつかここで,乙三.
そらのおとしものFinal 永遠の私の鳥籠(エターナルマイマスター) (2014) ,always smiling,blue drops〈吉田仁美＆イカロス(早見沙織)〉
呪怨 -終わりの始まり- (2014) ,祈りが言葉に変わる頃,鬼束ちひろ
好きっていいなよ。 (2014) ,Happily(ハッピリー),One Direction(ワン・ダイレクション)
イン・ザ・ヒーロー In The Hero (2014) ,Dream On,吉川晃司
女子ーズ (2014) ,A S A P,E-girls
空の境界(くうのきょうかい) (2013) ,君だけのStory,mihimaru GT
劇場版 空の境界/未来福音 (2013) ,アレルヤ,Kalafina
金田一少年の事件簿N(neo) (2014) ,ウィークエンダー,Hey!Say!JUMP
太陽の坐る場所 (2014) ,アメンボ,藤巻亮太
バクマン。 Bakuman. (2015) ,新宝島,サカナクション
劇場版 ゆうとくんがいく (2014) ,"Love Me, Love You More.",フェアリーズ
俺たち賞金稼ぎ団 (2014) ,Shiny Road,PASSPO☆
結婚前夜 ～マリッジブルー～ (2013) ,結婚前夜,テギョン(作詞・作曲)
聖母・聖美物語 (2014) ,炎の花,Haruka Hummingbird(ハルカ ハミングバード)
醒めながら見る夢 (2014) ,醒めながら見る夢,堂珍嘉邦
1/11 じゅういちぶんのいち (2014) ,Dear my hero,上野優華
わたしのハワイの歩きかた (2014) ,アロハ式恋愛指南,竹内まりや(歌・作詞・作曲)、山下達郎(編曲)
ST 赤と白の捜査ファイル (2014) ,太陽,ファンキー加藤
GTO (2014) ,Highschool love,E-girls
プラトニック Platonic (2014) ,Stranger(ストレンジャー),Billy Joel(ビリー･ジョエル) … アルバム「
学校の怪談 呪いの言霊 (2014) ,十字架 ～映画「学校の怪談 -呪いの言霊-,Ver.～」東京女子流
眠り姫 Dream On Dreamer (2014) ,素晴らしき世界,Kado Jun
ジョーカー・ゲーム Joker Game (2015) ,Dead or Alive,KAT-TUN
てふてふ荘へようこそ (2012) ,TONIGHT,SEKAI NO OWARI
絶対領域 (2014) ,真夜中の秘めごと,絶対領域 … iTunesで。
ちょっとかわいいアイアンメイデン (2014) ,Waking Up,しらほしなつみ
スイートプールサイド Sweet Pool Side (2014) ,LoVe SHouT!,モーモールルギャバン
一分間だけ A Minute More (2014) ,一分間だけ,住岡梨奈
瀬戸内海賊物語 (2014) ,Diamond days ～ココロノツバサ～,上野優華
暴れん坊力士！！松太郎 (2014) ,ドスコイ人生,松平健・日野美歌
のたり松太郎 (1990) ,横綱＜つな＞,吉幾三
小野寺の弟・小野寺の姉 (2014) ,それぞれ歩き出そう,阿部真央
ビッグ・アイズ Big Eyes (2014) ,Big Eyes(ビッグ・アイズ),「I Can Fly(アイ・キャン・フライ)」Lana Del Rey(ラナ・デル・レイ)
捨てがたき人々 (2012) ,蜘蛛の糸,榊いずみ(作詞・作曲・歌)
RAIL WARS! レールウォーズ (2014) ,向かい風に打たれながら,茅原実里
刑事110キロ (2014) ,ヒーロー,ウルフルズ
マルホの女 保険犯罪調査員 (2014) ,やぶれかぶれ,島谷ひとみ
ペルソナ3 THE MOVIE 第2章 PERSONA3 THE MOVIE #2 Midsummer Knight's Dream (2014) ,Fate is In Our Hands,Lotus Juice
水球ヤンキース (2014) ,明日へのYELL,Hey!Say!JUMP
昼顔～平日午後3時の恋人たち～ (2014) ,"他人の関係 feat.SOIL＆""PIMP""SESSIONS",一青窈 … 1973年の金井克子のヒット曲をカバー。
東京スカーレット～警視庁NS係 (2014) ,I'm Scarlet,moumoon
ラスト・ドクター ～監察医アキタの検死報告～ (2014) ,Wahの歌,桐嶋ノドカ
蟲師 続章 (2014) ,SHIVER(シヴァー),Lucy Rose(ルーシー・ローズ) … アルバム「
Oh!透明人間 インビジブルガール登場!? (2014) ,透明な奇跡,サンジュナ
ゼロの真実～監察医・松本真央～ (2014) ,パズル,湘南乃風
BORDER (2014) ,evils fall,MAN WITH A MISSION
劇場版 幼獣マメシバ 望郷篇 (2014) ,望遠郷,高橋直純
永遠の0(ゼロ) (2015) ,桜ひとひら,MISIA
匿名探偵 (2014) ,Can't Stop,EDGE of LIFE
俺のダンディズム (2014) ,I am Dandy,MANNISH BOYS(斉藤和義×中村達也)
マルモのおきて スペシャル2014 (2014) ,マル・マル・モリ・モリ！2014,薫と友樹、たまにムック。
無花果の森 (2014) ,Jewelry Box(ジュエリーボックス),MiNo
ハイキック・エンジェルス High Kick Angels (2014) ,TOUGH BOY(～TOUGH GIRL),たんこぶちん … 『
聖闘士星矢 LEGEND of SANCTUARY (2014) ,Hero (Yoshiki Classical Version),YOSHIKI feat. Katie Fizgerrald from VIOLET UK(作詞・作曲：YOSHIKI)
黒子のバスケ (2013) ,,
幕末高校生 (2014) ,INFINITY≠ZERO,ナノ
トワイライト ささらさや TWILIGHT (2014) ,Twilight,コブクロ
宇宙兄弟＃0(ナンバー・ゼロ) (2014) ,早口カレー,「Feel So Moon」ユニコーン
家族狩り (2014) ,Shout,androp
あいときぼうのまち (2013) ,亡き王女のためのパヴァーヌ,モーリス・ラヴェル(作曲)、榊原大(編曲・演奏)
クローバー Clover (2014) ,CloveR,関ジャニ∞
ふしぎな岬の物語 (2014) ,望郷 ～ふしぎな岬の物語～,村治佳織(ギター演奏)
TOKYO TRIBE/トーキョー・トライブ (2014) ,HOPE - TOKYO TRIBE ANTHEM,AI
青鬼 (2014) ,蒼いクレスト,山田奈都美
東野圭吾 変身 (2014) ,おやすみ,高橋優
若者たち2014 (2014) ,若者たち,森山直太朗 … オリジナルは、ドラマ『
オレカバトル (2014) ,オレカ オマエカ 限界バトル！！,串田アキラ
女の穴 (2014) ,女の穴,MAMADRIVE
奴隷区 僕と23人の奴隷 (2014) ,TABOO,NIGHTMARE
テコンドー魂 ～REBIRTH～ (2014) ,take me to the moon,MYNAME
アゲイン 28年目の甲子園 (2015) ,夢のつづき,浜田省吾
平穏な日々、奇蹟の陽 (2014) ,Light along,androp
ガキ☆ロック (2014) ,ガキ☆ロック,竹原ピストル
碧の海～LONG SUMMER～ (2014) ,消せない約束,fumika
あすなろ三三七拍子 (2014) ,愛のことば -2014mix-,スピッツ … 1995年にリリースされたアルバム「
同窓生 ～人は、三度、恋をする～ (2014) ,楽園,メレンゲ
ペテロの葬列 (2014) ,心情呼吸,近藤晃央
劇場版 零～ゼロ～ (2014) ,LOVE AIN'T EASY,JAMOSA
はじまりのうた Begin Again (2013) ,Lost Stars(ロスト・スターズ),Adam Levine(アダム・レヴィーン) … サントラに収録。第87回アカデミー賞で、歌曲賞にノミネート。
ワンピース “3D2Y”エースの死を越えて！ルフィ仲間との誓い (2014) ,Next Stage,AAA
You Light Up My Star (2014) ,暁 (中国語 Ver.),福山雅治 … オリジナル曲「暁」は、アルバム「HUMAN」に収録。
南風(なんぷう) (2014) ,SUMMER BOOK,赤い靴
K (2012) ,「KINGS,angela
劇場版K MISSING KINGS (2014) ,Different colors,angela
劇場版 仮面ライダー鎧武 サッカー大決戦！黄金の果実争奪杯！ (2014) ,YOUR SONG,鎧武乃風
くちびるに歌を (2015) ,手紙 ～拝啓 十五の君へ～,アンジェラ・アキ
獣医さん、事件ですよ (2014) ,Always with you,GENERATIONS from EXILE TRIBE
吉原裏同心 (2014) ,二人,小田和正
救いたい (2014) ,その日が来るまで,小田和正
アゲイン!! (2014) ,夢を抱きしめて,ジャニーズWEST
空色物語 (2012) ,Image Word,androp … アルバム「
信長のシェフ (2014) ,Another Future,Kis-My-Ft2
聖女 (2014) ,ラストシーン,JUJU
おわこんTV (2014) ,愛してる愛して欲しい,サンボマスター
警視庁捜査一課9係 (2014) ,涙のアトが消える頃, V6
○○妻 (2015) ,至上の人生,椎名林檎
近キョリ恋愛 (2014) ,蓮の花,サカナクション
近キョリ恋愛～Season Zero～ (2014) ,蓮の花,サカナクション
芙蓉の人～富士山頂の妻 (2014) ,深秋,竹内まりや
魔法★男子チェリーズ (2014) ,僕らのこたえ～Here We Go～,A.B.C-Z
そこをなんとか2 (2014) ,ベスト・アイ・キャン,Priscilla Ahn(プリシラ・アーン)
COPPELION (2013) ,ANGEL,angela
想いのこし (2014) ,あなたを想う風,HY
LIQUID (2014) ,あまがみhold me,狩野英孝(作詞・作曲・歌) … 携帯サイトでダウンロード配信中。
マザー Mother (2014) ,chocolat chaud,中川翔子
アオハライド (2014) ,キラリ,いきものがかり
放課後ロスト (2014) ,おかえり,Suzu
きょうは会社休みます。 (2014) ,Fall,槇原敬之
KANO～1931海の向こうの甲子園～ (2014) ,風になって～勇者的浪漫～,Rake、中孝介、ファン・イーチェン、スミン、ルオ・メイリン
スパイダーマン：ホームカミング Spider-Man: Homecoming (2017) ,Never Say Never,関ジャニ∞
劇場版 ドラゴンボールZ 復活の「F」 (2015) ,『Z』の誓い,ももいろクローバーZ
おわらないものがたり (2014) ,Love the warz,SEKAI NO OWARI
いつか陽のあたる場所で スペシャル (2014) ,Early Springtime,松任谷由実
劇場版「進撃の巨人」前編～紅蓮の弓矢～ (2014) ,紅蓮の座標 ［劇場版Size］,Linked Horizon
劇場版「進撃の巨人」後編～自由の翼～ (2015) ,自由の代償 ［劇場版Size］,Linked Horizon
紙の月 (2014) ,Femme Fatale(宿命の女),Velvet Underground &amp; Nico(ヴェルヴェット・アンダーグラウンド・アンド・ニコ)
トランスポーター イグニション The Transporter Refueled (2015) ,IGNITION,EXILE SHOKICHI
ストロボ・エッジ Strobe Edge (2015) ,愛唄～since 2007～,whiteeeen(ホワイティーン) … LINEでのオーディションで、女性ボーカルを決定する。
思春期ごっこ (2014) ,no name love song,みみめめMIMI
もういちど (2014) ,君に捧げるlove song,浜田省吾
スーパースキャンダル SUPER SCANDAL (1996) ,路地裏の少年,浜田省吾
華やかな誤算 (1985) ,BIG BOY BLUES,浜田省吾
海月姫 (2014) ,マーメイドラプソディー,SEKAI NO OWARI
ファースト・クラス First Class (2014) ,BRIGHTER DAY,安室奈美恵
昨夜のカレー 明日のパン (2014) ,M,プリンセス・プリンセス … シングル「
深夜食堂3 (2014) ,ヤキモチ,高橋優
映画 深夜食堂 (2015) ,思ひで,鈴木常吉
日々ロック (2014) ,終わりなき午後の冒険者,爆弾ジョニー
美少女戦士セーラームーンCrystal (2014) ,MOON PRIDE,ももいろクローバーZ
人狼ゲーム ビーストサイド (2014) ,verite,吉利麻里
イタズラなKiss 2～Love in OKINAWA (2014) ,KISS KISS KISS,Cyntia
ほっとけない魔女たち (2014) ,Sky's The Limit,V6
ドクターX～外科医・大門未知子～ (2014) ,愛をからだに吹き込んで,Superfly
映画ドラえもん のび太の宇宙英雄記(スペースヒーローズ) (2015) ,360°,miwa
THE LAST -NARUTO THE MOVIE- (2014) ,星のうつわ,スキマスイッチ
SAKURA～事件を聞く女～ (2014) ,生きて,Aqua Timez
Nのために (2014) ,Silly,家入レオ
ごめんね青春！ (2014) ,言ったじゃないか,関ジャニ∞
ウロボロス～この愛こそ、正義。 (2015) ,Sakura,嵐
仮面ライダードライブ (2014) ,SURPRISE-DRIVE,Mitsuru Matsuoka EARNEST DRIVE … 松岡充のユニット。
ゴッドタン キス我慢選手権 THE MOVIE2 サイキック・ラブ (2014) ,五線譜を飛行機にして,森山直太朗
地獄先生ぬ～べ～ (2014) ,がむしゃら行進曲,関ジャニ∞
信長協奏曲 (2014) ,不可逆リプレイス,MY FIRST STORY
信長協奏曲 (2014) ,足音～Be Strong,Mr.Children
グラスリップ Glasslip (2014) ,夏の日と君の声,ChouCho
鬼灯さん家のアネキ (2014) ,家族,浜崎貴司
フランシス・ハ Frances Ha (2012) ,Modern Love(モダン・ラブ),David Bowie(デヴィッド・ボウイ)
So Young～過ぎ去りし青春に捧ぐ～ (2013) ,致青春(To Youth),フェイ・ウォン
銀座並木通り クラブアンダルシア (2014) ,約束の花束,姿月あさと
さまよう小指 (2014) ,Young Love,Andersons
カードファイト!! ヴァンガード リンクジョーカー編 (2013) ,Vanguard Fight,サイキックラバー
カードファイト!! ヴァンガード レギオンメイト編 (2014) ,V-ROAD,BUSHI★7
劇場版カードファイト!! ヴァンガード/ネオンメサイア (2014) ,V-ROAD (symphony ver.),BUSHI★7
劇場版カードファイト!! ヴァンガード/3つのゲーム (2014) ,CHANGE!!,DAIGO
東京にオリンピックを呼んだ男 (2014) ,鷹の歌,中島みゆき
黒服物語 (2014) ,君にHITOMEBORE,Sexy Zone
朝市の嫁さん (2014) ,にじいろ,絢香
すべてがFになる (2014) ,デジタルモグラ,ゲスの極み乙女。
ぼんとリンちゃん (2014) ,迷子のリボン,40mP
シンデレラデート Cinderella Date (2014) ,The Rose,CREAM
さよなら私 (2014) ,おんなじさみしさ,平井堅
女はそれを許さない (2014) ,GOLDEN GIRL,いきものがかり
ディア・シスター Dear Sister (2014) ,Happiness,シェネル
素敵な選TAXI (2014) ,あたしの向こう,aiko
ハンガー・ゼット Hunger Z (2014) ,コミュニケーション過剰です,ナンバタタン
風邪(ふうじゃ) (2014) ,五月雨の道,八代亜紀
幻肢 (2014) ,それでも生きなくちゃ,さめざめ
小川町セレナーデ (2014) ,幸せの貼り紙はいつも背中に,私立恵比寿中学
劇場版 PSYCHO-PASS サイコパス (2015) ,Who What Who What,凛として時雨
ビンタ！～弁護士事務員ミノワが愛で解決します～ (2014) ,秋風のアンサー,Flower
ボーダーライン (2014) ,FLY,大橋トリオ
最強のオンナ (2014) ,星に願いを,森恵
ワールドトリガー World Trigger (2014) ,GIRIGIRI,ソナーポケット
科捜研の女 (2014) ,車窓,柴田淳
いつかの、玄関たちと、 (2014) ,稲穂,MASH(マッシュ)
映画 暗殺教室 (2015) ,殺せんせーションズ,せんせーションズ
惑星ミズサ Planet Mizusa (2014) ,星のうた,森ゆに
江戸川コナン失踪事件 史上最悪の二日間 (2014) ,DYNAMITE,倉木麻衣
繕い裁つ人 (2015) ,切手のないおくりもの,平井堅 … オリジナルは、財津和夫。アルバム「
弱虫ペダル Re:RIDE (2014) ,Days,LASTGASP
映画 ST 赤と白の捜査ファイル (2015) ,太陽,ファンキー加藤
ANNIE/アニー (2014) ,Tomorrow,平井堅(歌)、鷺巣詩郎(編曲)
新・刑事吉永誠一 (2014) ,Blood in the Street,甲斐バンド
花とアリス殺人事件 the case of hana & alice (2015) ,fish in the pool,ヘクとパスカル … 俳優でシンガーソングライターの椎名琴音、作編曲家でピアニストの桑原まこ、映画監督の岩井俊二の3人からなるユニット。
グレイトフルデッド GREATFUL DEAD (2014) ,Paradise,Heartbeat(ハービー)
娚の一生 (2014) ,"Hold me, Hold you",JUJU
ママとパパが生きる理由。 (2014) ,月食～winter moon～,miwa
私たちがプロポーズされないのには、101の理由があってだな (2014) ,プラスティック・ラブ,竹内まりや
25 NIJYU-GO (2014) ,STRAY DOG,NAMBA69
宇宙戦艦ヤマト2199/第七章 そして艦は行く (2013) ,愛の星,水樹奈々
宇宙戦艦ヤマト2199 (2013) ,宇宙戦艦ヤマト,ささきいさお
宇宙戦艦ヤマト2199 追憶の航海 (2014) ,BLUE,水樹奈々
